accuracy,learning_rate,weight_decay,dropout,time
0.9771745835903763,0.004953185706182858,0.00048587006670649114,0.5407602284432607,455.5518271000037
0.9765576804441702,0.0022041264186237817,3.967142024690183e-05,0.12695911907494534,455.9243318000081
0.9759407772979642,0.004481717409559602,0.0007371881752015862,0.15374989153734608,456.1705944999994
0.9814929056138186,0.0021097404047407185,0.0002975072027758804,0.43624325710666945,455.784519199995
0.9771745835903763,0.0014844687758121555,5.780109965571639e-05,0.20870144848758498,457.91141630000493
0.9765576804441702,0.003912441761838096,0.0006383250242303961,0.3998833486980638,458.08331469999393
0.9747069710055521,0.0030679241934298946,6.165058611016386e-05,0.3816044242926441,457.68716349999886
0.9790252930289944,0.002350168097188281,0.0002275236861720074,0.20122686827636208,458.1194028000027
0.9771745835903763,0.0028265707148203444,0.0002753634390303116,0.43212437680937954,458.3371558999934
0.9759407772979642,0.0029667246735566506,0.0005312612943868536,0.2091214239993959,457.9111571999965
0.9771745835903763,0.004748574182567277,0.000451504092525074,0.2053980418819813,459.12362779999967
0.974090067859346,0.003084772953357738,6.574893029733298e-05,0.3378417579516465,457.8869081999874
